Age,Job,Marital,Education,Housing,Loan,Contact,Duration,Success
35,admin.,single,university.degree,yes,no,cellular,191,no
31,admin.,single,university.degree,yes,no,cellular,239,no
35,admin.,married,high.school,yes,no,cellular,125,no
37,technician,married,professional.course,yes,no,cellular,63,no
36,blue-collar,single,basic.6y,no,no,cellular,219,no
32,admin.,single,university.degree,no,no,telephone,65,no
36,technician,single,university.degree,no,no,telephone,61,no
46,blue-collar,married,basic.6y,no,no,cellular,123,no
55,technician,single,university.degree,yes,yes,cellular,92,no
45,unemployed,divorced,basic.4y,no,no,cellular,462,no
32,admin.,single,high.school,yes,no,cellular,141,no
56,technician,married,professional.course,no,no,cellular,51,no
31,blue-collar,married,basic.9y,no,no,cellular,425,no
56,management,married,university.degree,yes,no,cellular,149,no
50,blue-collar,married,professional.course,yes,no,telephone,547,no
29,self-employed,single,high.school,yes,yes,cellular,337,no
40,management,married,unknown,yes,no,cellular,165,no
43,technician,married,professional.course,yes,yes,cellular,47,no
34,student,divorced,university.degree,yes,no,cellular,48,no
42,blue-collar,married,basic.9y,yes,no,cellular,230,no
47,management,married,university.degree,yes,yes,cellular,109,no
35,self-employed,single,professional.course,yes,no,cellular,361,no
31,services,single,high.school,yes,no,cellular,67,no
31,technician,married,high.school,yes,yes,cellular,435,no
31,services,single,high.school,no,no,cellular,140,no
33,blue-collar,single,high.school,yes,no,cellular,294,no
46,management,married,university.degree,yes,no,cellular,205,no
32,admin.,single,high.school,no,no,cellular,470,no
31,admin.,married,university.degree,no,no,cellular,427,no
33,blue-collar,single,basic.9y,yes,no,cellular,175,no
53,self-employed,divorced,university.degree,no,no,cellular,380,no
32,blue-collar,divorced,basic.9y,yes,yes,cellular,215,no
34,blue-collar,married,basic.9y,yes,yes,telephone,98,no
30,entrepreneur,married,professional.course,yes,yes,cellular,267,no
32,admin.,married,university.degree,yes,yes,cellular,51,no
31,technician,single,professional.course,yes,no,cellular,207,no
35,admin.,single,university.degree,yes,no,cellular,20,no
30,services,married,high.school,no,no,cellular,186,no
42,blue-collar,divorced,basic.4y,no,no,cellular,14,no
51,unemployed,married,high.school,yes,no,cellular,120,no
30,admin.,single,university.degree,no,no,cellular,319,no
36,blue-collar,married,high.school,no,no,cellular,52,no
52,technician,divorced,university.degree,yes,no,cellular,154,no
51,admin.,divorced,university.degree,no,no,cellular,267,no
34,self-employed,married,illiterate,yes,no,cellular,113,no
55,management,divorced,university.degree,yes,no,cellular,159,no
29,technician,single,professional.course,no,no,cellular,128,no
51,admin.,divorced,university.degree,yes,yes,cellular,249,no
39,entrepreneur,married,professional.course,yes,no,cellular,195,no
31,technician,single,professional.course,yes,no,cellular,16,no
48,admin.,divorced,high.school,no,no,cellular,330,no
30,blue-collar,married,basic.9y,yes,no,telephone,25,no
50,admin.,single,university.degree,yes,yes,cellular,340,no
35,unemployed,married,basic.4y,no,no,cellular,192,no
40,blue-collar,single,basic.9y,yes,yes,cellular,426,no
39,entrepreneur,married,university.degree,yes,no,cellular,260,no
39,management,married,unknown,no,no,cellular,352,no
57,management,divorced,university.degree,yes,yes,cellular,114,no
30,admin.,married,basic.9y,yes,yes,cellular,539,no
51,unemployed,divorced,high.school,yes,no,cellular,187,no
39,management,married,unknown,yes,yes,cellular,758,yes
54,housemaid,divorced,university.degree,yes,yes,cellular,653,yes
31,technician,single,unknown,yes,no,cellular,276,no
31,admin.,single,university.degree,yes,no,cellular,230,no
33,blue-collar,married,basic.9y,yes,no,cellular,340,no
47,blue-collar,married,basic.6y,yes,yes,cellular,9,no
39,admin.,single,high.school,yes,yes,cellular,44,no
29,services,married,basic.9y,yes,yes,cellular,142,no
31,admin.,married,university.degree,yes,no,cellular,55,no
50,admin.,married,basic.9y,no,no,cellular,315,no
30,services,married,basic.9y,yes,no,cellular,326,no
29,services,married,basic.9y,no,no,cellular,517,no
30,blue-collar,single,unknown,yes,no,cellular,150,no
38,management,single,basic.9y,yes,no,cellular,972,no
33,admin.,single,university.degree,yes,no,cellular,73,no
41,blue-collar,married,basic.4y,no,no,cellular,77,no
39,entrepreneur,married,university.degree,no,no,cellular,279,no
29,unemployed,married,basic.4y,yes,no,cellular,166,no
42,entrepreneur,single,basic.4y,yes,no,cellular,93,no
45,technician,single,professional.course,yes,no,cellular,102,no
31,technician,married,professional.course,yes,no,cellular,144,no
29,entrepreneur,married,university.degree,yes,yes,cellular,265,no
53,admin.,divorced,high.school,yes,no,cellular,115,no
53,self-employed,single,university.degree,no,yes,cellular,61,no
46,entrepreneur,divorced,basic.9y,yes,no,cellular,201,no
49,services,married,basic.4y,no,no,cellular,106,no
43,technician,married,high.school,yes,no,telephone,37,no
39,technician,married,university.degree,no,yes,cellular,418,no
38,entrepreneur,married,university.degree,yes,no,cellular,106,no
33,unemployed,single,university.degree,no,no,cellular,187,no
51,self-employed,married,university.degree,yes,no,cellular,101,no
45,management,married,professional.course,yes,no,cellular,619,no
32,self-employed,single,university.degree,yes,no,telephone,93,no
30,technician,single,professional.course,yes,no,cellular,127,no
38,services,married,basic.6y,yes,no,cellular,88,no
44,self-employed,married,basic.9y,yes,no,cellular,104,no
39,services,single,university.degree,yes,no,cellular,43,no
32,services,married,basic.4y,no,no,cellular,813,no
50,unemployed,married,high.school,no,no,cellular,808,no
50,blue-collar,married,professional.course,no,no,cellular,600,no
31,services,married,professional.course,no,no,cellular,627,no
41,management,married,basic.9y,no,no,cellular,329,no
30,technician,single,university.degree,no,yes,cellular,399,no
36,technician,single,professional.course,yes,no,cellular,352,no
46,technician,married,professional.course,no,no,cellular,108,no
38,management,single,university.degree,yes,no,cellular,262,no
38,management,married,university.degree,no,no,cellular,196,no
29,admin.,single,university.degree,yes,yes,cellular,43,no
30,blue-collar,married,basic.9y,yes,no,cellular,128,no
29,blue-collar,single,basic.4y,yes,yes,cellular,104,no
36,services,married,high.school,yes,no,cellular,111,no
36,technician,single,professional.course,yes,no,cellular,61,no
33,admin.,divorced,university.degree,yes,no,telephone,119,no
39,entrepreneur,married,professional.course,unknown,unknown,cellular,165,no
30,admin.,single,university.degree,yes,no,telephone,105,no
33,admin.,married,high.school,no,no,cellular,133,no
52,management,married,university.degree,yes,no,cellular,179,no
33,admin.,single,university.degree,no,no,cellular,206,no
46,technician,divorced,professional.course,yes,no,cellular,240,no
34,entrepreneur,married,university.degree,yes,no,cellular,129,no
57,management,married,professional.course,yes,no,cellular,224,no
43,technician,single,professional.course,unknown,unknown,cellular,157,no
38,management,married,university.degree,yes,no,cellular,182,no
33,admin.,married,university.degree,yes,no,cellular,386,no
36,admin.,single,university.degree,no,no,cellular,642,no
31,admin.,single,university.degree,no,no,cellular,434,no
41,services,single,basic.9y,yes,no,cellular,163,no
33,admin.,divorced,university.degree,yes,no,cellular,214,no
35,technician,married,university.degree,no,no,cellular,1145,no
39,services,single,high.school,no,no,cellular,148,no
30,self-employed,married,professional.course,yes,no,cellular,329,no
36,blue-collar,married,basic.9y,yes,no,cellular,221,no
50,management,married,university.degree,yes,yes,cellular,339,no
31,blue-collar,single,basic.9y,yes,no,cellular,135,no
31,services,divorced,high.school,yes,no,cellular,41,no
36,technician,married,professional.course,no,no,telephone,159,no
30,services,married,high.school,yes,no,cellular,75,no
32,admin.,married,university.degree,yes,no,cellular,155,no
41,management,divorced,basic.6y,yes,no,cellular,147,no
41,management,divorced,basic.6y,yes,no,cellular,167,no
41,management,divorced,basic.6y,no,no,cellular,268,no
22,blue-collar,single,basic.4y,yes,no,telephone,16,no
35,admin.,married,university.degree,no,no,cellular,533,no
31,admin.,single,university.degree,no,yes,cellular,264,no
30,technician,single,university.degree,no,yes,cellular,303,no
29,admin.,single,university.degree,yes,no,cellular,225,no
32,admin.,single,university.degree,yes,yes,cellular,208,no
35,management,single,unknown,yes,yes,cellular,207,no
50,entrepreneur,married,university.degree,yes,no,cellular,57,no
46,blue-collar,married,basic.9y,yes,no,cellular,150,no
56,services,married,high.school,no,no,telephone,871,yes
34,technician,single,university.degree,yes,no,cellular,354,no
45,management,single,basic.9y,yes,no,cellular,165,no
30,admin.,single,university.degree,no,no,cellular,88,no
58,retired,married,university.degree,unknown,unknown,cellular,279,no
30,services,single,high.school,no,no,cellular,180,no
36,technician,divorced,professional.course,unknown,unknown,cellular,156,no
38,admin.,divorced,university.degree,yes,no,cellular,1532,yes
36,admin.,married,unknown,yes,no,cellular,235,no
37,management,married,unknown,yes,no,cellular,884,no
35,admin.,single,university.degree,yes,no,cellular,218,no
30,admin.,married,university.degree,no,no,cellular,248,no
43,technician,married,professional.course,no,no,cellular,75,no
46,blue-collar,married,basic.4y,yes,yes,cellular,60,no
33,admin.,single,university.degree,no,no,cellular,986,no
57,admin.,divorced,university.degree,yes,no,cellular,172,no
29,admin.,single,university.degree,yes,no,cellular,315,no
57,admin.,divorced,university.degree,no,no,cellular,399,no
33,admin.,single,university.degree,no,no,cellular,117,no
36,self-employed,married,basic.9y,yes,yes,cellular,151,no
30,admin.,single,university.degree,yes,no,cellular,513,no
29,technician,single,university.degree,yes,yes,cellular,281,no
36,self-employed,married,basic.9y,yes,no,cellular,317,no
39,services,married,high.school,yes,no,cellular,116,no
47,admin.,married,high.school,no,no,cellular,115,no
55,unemployed,married,university.degree,yes,no,cellular,303,no
55,blue-collar,divorced,basic.9y,yes,no,cellular,97,no
55,blue-collar,divorced,basic.6y,yes,no,cellular,104,no
55,admin.,married,unknown,yes,yes,cellular,591,no
29,blue-collar,married,professional.course,yes,yes,cellular,136,no
31,services,divorced,high.school,yes,no,cellular,251,no
43,blue-collar,married,unknown,yes,no,cellular,355,no
31,services,single,high.school,yes,no,cellular,231,no
29,admin.,single,university.degree,yes,no,cellular,341,no
30,admin.,single,university.degree,no,yes,cellular,106,no
30,admin.,married,high.school,no,no,cellular,361,no
37,unemployed,single,university.degree,no,no,cellular,212,no
55,management,divorced,university.degree,no,no,cellular,131,no
38,blue-collar,divorced,basic.4y,no,no,cellular,60,no
46,management,single,university.degree,no,yes,cellular,378,no
29,services,married,high.school,yes,no,cellular,441,no
30,services,married,high.school,yes,yes,cellular,282,no
32,technician,single,university.degree,no,yes,telephone,197,no
41,services,married,professional.course,no,yes,cellular,217,no
32,admin.,single,university.degree,no,yes,cellular,250,no
42,technician,married,university.degree,no,no,telephone,172,no
31,admin.,married,university.degree,yes,no,cellular,210,no
30,management,single,high.school,no,no,cellular,952,yes
39,blue-collar,married,basic.6y,yes,no,cellular,332,no
33,services,married,high.school,no,no,cellular,117,no
31,technician,married,basic.6y,yes,yes,cellular,194,no
31,blue-collar,married,basic.4y,yes,no,cellular,233,no
35,blue-collar,divorced,basic.4y,no,no,cellular,197,no
34,admin.,divorced,university.degree,no,no,cellular,493,yes
36,technician,married,high.school,yes,no,cellular,688,no
29,admin.,single,high.school,yes,no,cellular,205,no
41,blue-collar,married,basic.6y,yes,no,telephone,713,no
52,blue-collar,married,basic.9y,no,no,cellular,176,no
38,management,divorced,high.school,yes,no,telephone,215,no
33,admin.,single,university.degree,yes,yes,cellular,90,no
32,blue-collar,married,basic.4y,yes,no,cellular,292,no
30,blue-collar,single,high.school,no,no,cellular,232,no
49,management,divorced,basic.6y,no,no,telephone,88,no
46,admin.,divorced,university.degree,unknown,unknown,cellular,257,no
34,admin.,married,high.school,no,no,cellular,1598,yes
35,admin.,single,university.degree,no,no,cellular,295,yes
31,blue-collar,married,basic.9y,no,no,cellular,693,no
55,admin.,married,basic.9y,yes,yes,cellular,430,no
45,unemployed,married,basic.9y,no,no,telephone,134,no
54,entrepreneur,divorced,university.degree,yes,yes,telephone,761,no
41,admin.,divorced,university.degree,no,no,telephone,233,no
52,admin.,married,university.degree,yes,no,cellular,134,no
42,services,married,basic.6y,no,no,cellular,290,no
59,blue-collar,married,basic.9y,yes,no,cellular,370,no
29,services,single,professional.course,yes,no,cellular,766,no
51,admin.,divorced,university.degree,no,no,cellular,279,no
48,admin.,married,university.degree,no,no,cellular,298,no
29,self-employed,married,university.degree,no,no,cellular,157,no
32,blue-collar,single,basic.9y,no,no,cellular,324,no
33,admin.,single,university.degree,yes,no,cellular,182,no
31,management,single,university.degree,no,no,telephone,96,no
36,services,married,basic.9y,yes,no,cellular,90,no
30,technician,single,university.degree,no,no,cellular,59,no
31,blue-collar,single,basic.4y,yes,no,cellular,222,no
58,admin.,divorced,university.degree,no,no,cellular,178,no
41,services,single,basic.9y,no,no,cellular,146,no
30,admin.,single,university.degree,yes,no,cellular,769,no
30,unemployed,married,unknown,yes,no,cellular,216,no
43,unemployed,single,unknown,yes,no,cellular,87,no
36,management,married,university.degree,no,no,cellular,192,no
30,services,married,high.school,yes,no,telephone,156,no
34,technician,married,high.school,yes,yes,cellular,1329,no
37,unemployed,single,university.degree,yes,no,telephone,76,no
51,self-employed,married,university.degree,yes,yes,cellular,310,no
36,admin.,divorced,university.degree,no,yes,cellular,56,no
31,services,single,high.school,yes,no,cellular,1059,yes
36,admin.,single,high.school,no,no,cellular,40,no
45,technician,divorced,university.degree,yes,no,cellular,104,no
31,services,married,basic.6y,no,no,cellular,843,no
46,blue-collar,single,basic.4y,no,no,cellular,185,no
38,admin.,single,high.school,yes,yes,cellular,1476,no
32,services,married,basic.9y,no,no,cellular,476,no
33,admin.,married,university.degree,no,no,cellular,139,no
31,services,married,high.school,no,no,cellular,283,no
38,blue-collar,married,basic.9y,no,no,cellular,738,no
45,blue-collar,married,basic.6y,yes,no,cellular,265,no
39,admin.,married,university.degree,yes,no,telephone,442,no
42,management,married,high.school,yes,yes,cellular,164,no
34,self-employed,single,basic.9y,no,no,cellular,91,no
33,admin.,married,university.degree,no,no,cellular,489,no
39,blue-collar,married,basic.6y,yes,no,cellular,391,no
30,blue-collar,married,high.school,yes,yes,cellular,2453,yes
42,technician,married,professional.course,no,no,cellular,21,no
29,management,married,university.degree,no,no,cellular,83,no
35,admin.,single,high.school,yes,no,cellular,86,no
42,technician,single,professional.course,yes,no,cellular,91,no
56,services,married,high.school,yes,no,cellular,254,no
56,admin.,divorced,university.degree,no,no,cellular,149,no
42,blue-collar,single,professional.course,no,no,cellular,249,no
31,technician,married,university.degree,no,no,cellular,10,no
51,admin.,married,university.degree,yes,no,cellular,358,no
42,management,married,basic.6y,yes,yes,cellular,81,no
57,admin.,divorced,university.degree,yes,no,cellular,6,no
54,retired,divorced,university.degree,no,yes,cellular,138,no
44,blue-collar,married,basic.6y,yes,no,cellular,275,no
37,blue-collar,married,basic.9y,yes,yes,cellular,312,no
45,admin.,divorced,university.degree,yes,yes,cellular,69,no
33,admin.,married,university.degree,yes,no,cellular,37,no
56,technician,married,professional.course,yes,no,cellular,266,no
46,admin.,single,high.school,yes,yes,cellular,116,no
50,management,divorced,university.degree,yes,no,cellular,21,no
44,admin.,married,university.degree,yes,no,cellular,358,no
31,unemployed,single,basic.4y,yes,no,telephone,144,no
32,admin.,married,university.degree,yes,no,telephone,41,no
40,technician,single,university.degree,no,no,cellular,124,no
43,services,single,high.school,no,no,cellular,298,no
36,technician,single,unknown,no,no,cellular,86,no
38,admin.,divorced,basic.9y,no,no,cellular,271,no
41,blue-collar,single,basic.9y,yes,no,cellular,299,no
47,technician,married,university.degree,yes,no,cellular,322,no
33,technician,single,university.degree,no,no,telephone,336,no
58,admin.,married,high.school,yes,no,cellular,441,no
31,admin.,married,university.degree,yes,no,cellular,149,no
33,admin.,married,university.degree,unknown,unknown,cellular,675,no
48,management,married,university.degree,yes,no,cellular,118,no
32,admin.,single,university.degree,no,no,cellular,85,no
49,management,married,university.degree,no,no,cellular,65,no
45,admin.,divorced,professional.course,yes,no,cellular,239,no
54,admin.,married,high.school,yes,no,cellular,267,no
30,blue-collar,married,basic.9y,yes,no,cellular,225,no
49,services,married,high.school,no,no,cellular,66,no
57,management,married,university.degree,yes,no,cellular,108,no
50,blue-collar,divorced,professional.course,yes,yes,cellular,49,no
53,self-employed,married,university.degree,yes,no,cellular,1221,no
57,management,married,university.degree,no,no,cellular,289,no
58,retired,married,professional.course,no,no,cellular,127,no
49,management,married,university.degree,yes,no,cellular,846,no
37,admin.,married,university.degree,yes,yes,cellular,215,no
57,housemaid,married,basic.4y,yes,yes,cellular,75,no
36,admin.,married,university.degree,yes,no,cellular,248,no
48,management,married,university.degree,no,yes,cellular,591,yes
43,admin.,single,university.degree,yes,no,cellular,163,no
30,admin.,single,high.school,yes,no,cellular,337,no
45,technician,divorced,basic.9y,no,no,cellular,179,no
40,management,married,university.degree,yes,yes,cellular,111,no
31,admin.,single,high.school,yes,no,cellular,63,no
36,admin.,married,university.degree,no,no,cellular,569,no
29,technician,single,university.degree,yes,no,cellular,153,no
51,self-employed,married,university.degree,no,no,cellular,46,no
48,admin.,divorced,high.school,no,no,cellular,208,no
57,admin.,divorced,university.degree,no,no,cellular,22,no
32,student,single,professional.course,yes,yes,cellular,261,no
58,retired,married,professional.course,no,no,cellular,120,no
34,admin.,married,university.degree,unknown,unknown,cellular,253,no
29,services,single,high.school,yes,no,cellular,43,no
38,admin.,divorced,high.school,yes,no,cellular,321,no
44,management,single,university.degree,yes,yes,cellular,46,no
29,services,single,high.school,yes,no,cellular,104,no
37,services,married,high.school,yes,no,cellular,63,no
42,technician,married,university.degree,yes,no,telephone,81,no
30,blue-collar,married,basic.9y,yes,no,cellular,423,no
55,technician,married,professional.course,no,no,cellular,113,no
56,technician,married,professional.course,yes,no,cellular,71,no
55,technician,married,professional.course,no,no,cellular,348,no
43,services,single,high.school,no,no,cellular,62,no
31,blue-collar,married,basic.6y,no,no,cellular,588,no
53,self-employed,married,university.degree,yes,no,cellular,528,yes
34,admin.,married,university.degree,no,no,cellular,467,yes
29,technician,single,professional.course,no,no,cellular,530,yes
45,technician,married,professional.course,yes,no,cellular,76,no
30,services,single,high.school,no,no,cellular,648,yes
36,technician,single,unknown,no,no,cellular,158,no
47,self-employed,married,basic.9y,yes,no,cellular,258,no
37,admin.,married,professional.course,no,no,cellular,73,no
45,admin.,divorced,high.school,no,yes,cellular,567,no
30,services,single,university.degree,yes,no,cellular,13,no
34,management,married,university.degree,yes,no,cellular,470,no
53,entrepreneur,married,basic.6y,yes,no,telephone,228,no
45,management,married,university.degree,yes,yes,cellular,22,no
48,blue-collar,married,professional.course,yes,yes,cellular,91,no
49,technician,married,basic.4y,yes,no,cellular,345,no
29,admin.,single,professional.course,no,no,telephone,346,no
47,management,married,university.degree,no,no,cellular,107,no
32,technician,single,professional.course,yes,no,cellular,86,no
33,technician,single,university.degree,yes,yes,cellular,710,yes
58,admin.,married,university.degree,no,no,cellular,110,no
35,admin.,single,university.degree,yes,no,cellular,530,yes
35,admin.,single,university.degree,yes,yes,cellular,529,yes
37,technician,divorced,high.school,no,no,cellular,635,yes
36,technician,single,unknown,yes,no,cellular,254,no
43,management,single,high.school,no,no,cellular,40,no
42,admin.,divorced,university.degree,yes,no,cellular,195,no
50,management,divorced,university.degree,yes,no,cellular,183,no
39,admin.,single,university.degree,yes,yes,cellular,195,no
55,admin.,married,high.school,yes,no,cellular,585,no
42,admin.,married,university.degree,no,no,cellular,501,no
30,admin.,single,university.degree,yes,no,cellular,222,no
52,admin.,married,university.degree,yes,no,cellular,131,no
43,services,married,basic.6y,yes,no,cellular,158,no
29,technician,single,professional.course,yes,yes,cellular,215,no
48,blue-collar,married,basic.4y,yes,yes,cellular,53,no
35,admin.,divorced,university.degree,no,no,cellular,263,no
48,blue-collar,married,professional.course,no,yes,cellular,344,no
45,technician,married,basic.9y,no,no,cellular,174,no
48,blue-collar,married,basic.4y,no,yes,cellular,103,no
44,services,married,high.school,yes,no,cellular,46,no
43,admin.,divorced,high.school,no,yes,cellular,74,no
47,blue-collar,married,basic.4y,no,yes,cellular,105,no
40,management,married,university.degree,yes,no,cellular,175,no
29,admin.,married,high.school,yes,no,cellular,140,no
55,admin.,married,high.school,no,no,cellular,148,no
45,blue-collar,married,basic.9y,yes,no,cellular,66,no
52,admin.,married,university.degree,yes,no,cellular,32,no
43,management,single,high.school,yes,no,cellular,149,no
29,entrepreneur,married,high.school,yes,no,cellular,1166,no
40,management,married,university.degree,yes,no,cellular,161,no
32,admin.,married,university.degree,yes,no,cellular,262,no
57,unemployed,married,university.degree,yes,yes,cellular,59,no
38,blue-collar,married,basic.6y,yes,no,cellular,1055,no
57,admin.,married,university.degree,yes,no,cellular,181,no
48,admin.,married,university.degree,no,no,cellular,218,no
34,entrepreneur,married,high.school,no,yes,cellular,429,no
32,technician,single,university.degree,yes,no,cellular,327,no
57,housemaid,married,basic.4y,no,no,cellular,216,no
45,technician,single,university.degree,yes,no,cellular,201,no
50,blue-collar,divorced,professional.course,yes,no,cellular,102,no
52,admin.,divorced,university.degree,yes,no,cellular,65,no
42,entrepreneur,married,university.degree,yes,no,cellular,58,no
30,admin.,married,university.degree,no,no,cellular,221,no
40,management,married,university.degree,yes,yes,cellular,957,yes
38,blue-collar,single,basic.6y,yes,yes,cellular,202,no
34,admin.,divorced,university.degree,no,no,cellular,161,no
50,technician,married,basic.9y,no,no,cellular,705,yes
51,technician,married,high.school,yes,no,cellular,167,no
49,admin.,married,unknown,yes,no,telephone,29,no
38,services,married,high.school,yes,no,cellular,306,no
46,technician,divorced,university.degree,yes,no,cellular,796,yes
36,services,married,basic.6y,no,no,cellular,1022,yes
36,admin.,married,university.degree,yes,no,cellular,189,no
31,admin.,single,high.school,no,no,cellular,89,no
55,admin.,single,university.degree,no,yes,cellular,143,no
52,technician,married,basic.9y,yes,no,cellular,44,no
42,management,married,basic.6y,no,no,cellular,133,no
50,technician,divorced,university.degree,yes,no,telephone,49,no
57,admin.,divorced,university.degree,no,no,cellular,189,no
51,technician,single,basic.9y,yes,no,telephone,218,no
44,admin.,married,university.degree,yes,no,cellular,235,no
57,housemaid,married,basic.4y,yes,no,cellular,105,no
57,management,divorced,professional.course,yes,no,cellular,849,yes
50,blue-collar,married,basic.9y,yes,yes,cellular,5,no
49,blue-collar,married,basic.9y,yes,no,cellular,271,no
40,blue-collar,divorced,basic.9y,yes,no,cellular,893,yes
36,entrepreneur,divorced,high.school,yes,no,cellular,230,no
37,blue-collar,married,basic.6y,no,no,cellular,68,no
32,admin.,single,university.degree,yes,yes,cellular,74,no
31,unemployed,single,basic.4y,yes,yes,cellular,115,no
29,entrepreneur,single,basic.4y,no,no,cellular,100,no
54,technician,married,high.school,yes,no,cellular,326,no
40,blue-collar,divorced,basic.9y,yes,no,cellular,1182,no
44,housemaid,married,high.school,no,no,cellular,144,no
50,admin.,married,university.degree,yes,yes,cellular,189,no
39,self-employed,single,high.school,yes,no,cellular,169,no
45,services,single,high.school,yes,no,cellular,670,no
57,blue-collar,married,basic.9y,yes,no,cellular,57,no
44,services,married,high.school,yes,no,telephone,76,no
57,technician,married,professional.course,yes,no,cellular,42,no
46,admin.,married,university.degree,yes,no,cellular,81,no
41,admin.,divorced,high.school,yes,no,cellular,199,no
31,unemployed,single,basic.4y,no,no,cellular,184,no
54,retired,married,basic.4y,no,no,cellular,18,no
33,blue-collar,single,basic.4y,yes,no,cellular,451,no
52,retired,married,university.degree,no,no,cellular,51,no
50,technician,married,university.degree,yes,yes,cellular,63,no
46,admin.,married,university.degree,yes,no,cellular,70,no
57,housemaid,married,basic.4y,no,no,cellular,44,no
37,management,married,university.degree,yes,no,cellular,13,no
40,management,married,university.degree,yes,no,cellular,401,no
29,technician,single,high.school,yes,yes,cellular,484,no
31,admin.,single,high.school,yes,no,cellular,59,no
33,technician,single,university.degree,no,no,cellular,64,no
40,management,married,high.school,no,yes,cellular,105,no
52,unemployed,married,university.degree,no,no,cellular,115,no
46,management,married,basic.9y,yes,no,cellular,996,no
50,admin.,married,university.degree,no,no,cellular,206,no
41,technician,married,university.degree,yes,yes,cellular,135,no
31,admin.,single,university.degree,yes,no,telephone,36,no
29,technician,single,professional.course,no,no,cellular,1480,yes
52,services,married,basic.9y,yes,no,cellular,160,no
31,services,single,university.degree,unknown,unknown,cellular,83,no
32,admin.,divorced,university.degree,no,no,telephone,425,no
51,management,married,university.degree,yes,no,telephone,288,no
49,technician,married,basic.4y,no,no,cellular,378,no
55,entrepreneur,married,university.degree,no,no,cellular,252,no
57,management,married,university.degree,yes,yes,cellular,283,no
49,self-employed,married,university.degree,yes,no,cellular,110,no
57,management,married,university.degree,yes,no,telephone,109,no
48,admin.,married,high.school,yes,no,cellular,162,no
40,blue-collar,married,high.school,yes,no,cellular,144,no
33,admin.,single,university.degree,no,no,telephone,49,no
58,admin.,married,university.degree,no,no,cellular,70,no
40,admin.,married,university.degree,no,no,cellular,71,no
34,technician,divorced,university.degree,no,no,cellular,316,yes
31,admin.,single,high.school,yes,no,cellular,306,no
36,blue-collar,single,basic.9y,yes,yes,cellular,70,no
52,entrepreneur,married,university.degree,yes,yes,cellular,221,no
50,management,divorced,university.degree,no,no,cellular,202,no
53,blue-collar,married,basic.4y,yes,yes,cellular,98,no
39,services,married,high.school,yes,no,cellular,552,no
37,management,married,university.degree,yes,no,telephone,97,no
57,unemployed,married,university.degree,yes,no,cellular,48,no
48,admin.,married,university.degree,yes,yes,cellular,89,no
29,services,single,high.school,yes,no,cellular,171,no
47,technician,married,university.degree,no,no,cellular,744,no
57,unemployed,married,university.degree,yes,yes,cellular,79,no
58,admin.,married,university.degree,no,no,cellular,850,yes
48,admin.,married,university.degree,no,no,cellular,233,no
50,admin.,divorced,university.degree,yes,no,telephone,70,no
57,management,divorced,university.degree,unknown,unknown,telephone,162,no
29,technician,single,professional.course,yes,no,cellular,38,no
37,entrepreneur,married,professional.course,no,no,cellular,18,no
56,services,married,high.school,yes,no,cellular,72,no
45,admin.,divorced,university.degree,yes,no,cellular,164,no
52,technician,divorced,university.degree,no,no,cellular,123,no
50,technician,married,university.degree,yes,no,cellular,100,no
52,admin.,married,high.school,no,no,cellular,165,no
54,retired,divorced,university.degree,no,no,cellular,296,no
37,admin.,married,unknown,yes,yes,cellular,196,no
33,self-employed,single,university.degree,yes,yes,cellular,203,no
34,admin.,married,university.degree,yes,no,telephone,55,no
32,admin.,single,university.degree,unknown,unknown,cellular,59,no
55,retired,married,high.school,no,no,cellular,532,no
38,management,married,university.degree,no,yes,cellular,79,no
52,technician,married,basic.9y,yes,yes,cellular,197,no
32,entrepreneur,single,basic.9y,no,no,cellular,84,no
49,blue-collar,married,basic.9y,yes,no,cellular,35,no
52,technician,married,basic.9y,yes,no,cellular,102,no
49,admin.,married,high.school,yes,no,cellular,164,no
47,technician,married,high.school,yes,no,cellular,183,no
53,blue-collar,married,basic.4y,yes,no,cellular,180,no
50,admin.,married,high.school,yes,no,telephone,182,no
39,technician,married,high.school,no,no,cellular,749,yes
37,admin.,married,university.degree,yes,no,cellular,450,no
58,retired,married,professional.course,no,no,telephone,28,no
57,housemaid,married,basic.4y,yes,no,cellular,66,no
44,blue-collar,married,basic.6y,yes,yes,cellular,119,no
44,admin.,married,university.degree,no,no,cellular,135,no
42,admin.,married,university.degree,no,yes,cellular,902,yes
41,housemaid,married,high.school,yes,no,telephone,1074,yes
37,admin.,single,university.degree,yes,yes,cellular,661,no
44,self-employed,divorced,professional.course,yes,no,cellular,492,no
55,admin.,married,unknown,no,no,cellular,142,no
51,housemaid,married,high.school,no,no,cellular,28,no
33,admin.,married,university.degree,yes,no,cellular,82,no
36,blue-collar,married,basic.9y,yes,no,cellular,63,no
31,admin.,single,university.degree,no,no,cellular,264,no
49,blue-collar,married,basic.6y,yes,no,cellular,118,no
34,admin.,married,university.degree,no,no,cellular,124,no
42,admin.,married,high.school,no,no,cellular,218,no
29,student,single,professional.course,no,no,telephone,232,no
29,admin.,single,university.degree,yes,no,cellular,190,no
52,technician,married,basic.9y,no,no,cellular,10,no
56,admin.,divorced,high.school,yes,no,cellular,176,no
51,blue-collar,married,basic.9y,yes,no,cellular,312,no
